21;21;PacMan2
18;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;21
24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
24;0;10;6;6;9;0;10;6;6;6;4;0;10;9;0;10;11;9;0;22
24;0;8;6;6;7;0;2;0;0;0;0;0;3;3;0;8;12;7;0;22
24;0;0;0;0;0;0;0;0;1;0;5;6;13;3;0;0;0;0;0;22
24;0;5;6;9;0;10;9;0;3;0;0;0;3;3;0;10;6;4;0;22
24;0;0;0;3;0;8;7;0;8;6;4;0;8;7;0;3;0;0;0;22
24;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;18;17;21
24;0;3;0;14;6;4;0;18;17;15;17;21;0;5;6;7;0;19;23;20
24;0;3;0;2;0;0;0;24;16;16;16;22;0;0;0;0;0;0;0;0
24;0;2;0;0;0;1;0;19;23;23;23;20;0;5;6;9;0;18;17;21
24;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;3;0;19;23;20
24;0;5;6;13;0;2;0;5;6;11;6;4;0;1;0;2;0;0;0;22
24;0;0;0;3;0;0;0;0;0;3;0;0;0;3;0;0;0;1;0;22
24;0;1;0;2;0;10;6;4;0;2;0;5;6;13;0;10;6;7;0;22
24;0;3;0;0;0;3;0;0;0;0;0;0;0;2;0;3;0;0;0;22
24;0;14;6;4;0;3;0;5;6;6;6;4;0;0;0;2;0;1;0;22
24;0;3;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;3;0;22
24;0;2;0;5;6;12;6;6;6;4;0;5;6;12;4;0;5;7;0;22
24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
19;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;20
